headline,date,doc_type,material_type,section,keywords,word_count
Sue Bird Sheds ‘Happy Tears’ as She Ends W.N.B.A. Career,2022-09-07,article,News,Sports,"['Basketball', 'Content Type: Personal Profile', 'Playoff Games']",1144
Your Wednesday Briefing,2022-09-07,article,briefing,Briefing,[],1490
Nick Kyrgios’s U.S. Open Run Ends One Match After Beating the Top Seed,2022-09-07,article,News,Sports,"['Tennis', 'United States Open (Tennis)']",1161
Word of the Day: avid,2022-09-07,article,News,The Learning Network,[],359
Bannon to Surrender to New York Authorities to Face Sealed Indictment,2022-09-07,article,News,New York,"['Ethics and Official Misconduct', 'Amnesties, Commutations and Pardons', 'United States Politics and Government']",715
Mindfulness,2022-09-07,article,News,The Learning Network,[],159
Spelling Bee Forum,2022-09-07,article,News,Crosswords & Games,[],165
Clean Energy Projects Surge After Climate Bill Passage,2022-09-07,article,News,Business Day,"['Inflation Reduction Act of 2022', 'Alternative and Renewable Energy', 'Electric and Hybrid Vehicles', 'Automobiles', 'Solar Energy', 'Batteries', 'Supply Chain', 'Lithium (Metal)', 'United States Politics and Government']",1271
"Desert Winemaking ‘Sounds Absurd,’ but Israeli Vineyards in Negev Show the Way",2022-09-07,article,News,World,"['Wines', 'Agriculture and Farming', 'Global Warming', 'Heat and Heat Waves', 'Deserts']",1200
Late Night Returns Just in Time for Trump to Get a Special Master,2022-09-07,article,News,Arts,"['Television', 'internal-sub-only']",573
Lesson Plan: On ‘School Is for Us’,2022-09-07,article,News,The Learning Network,[],959
"From the U.S. to China, Major Economies Are Stalling. But Not India.",2022-09-07,article,News,Business Day,"['Economic Conditions and Trends', 'Politics and Government', 'International Trade and World Market', 'Supply Chain', 'Factories and Manufacturing']",990
"Newly Published, From Missing Classmates to a Family Curse",2022-09-07,article,News,Books,['Books and Literature'],383
New Climate Fiction Offers Visions for Environmental Justice,2022-09-07,article,Review,Books,['Books and Literature'],1016
Florence Nightingale’s Rival Gets the Last Laugh,2022-09-07,article,Review,Books,"['Books and Literature', 'Nursing and Nurses', 'War and Armed Conflicts', 'Content Type: Personal Profile', 'Black People', 'Blacks']",1246
Why We Don’t Agree on High School Required Reading,2022-09-07,article,Op-Ed,Opinion,"['Books and Literature', 'Education (Secondary)', 'Censorship', 'Freedom of Speech and Expression', 'Teenagers and Adolescence', 'Writing and Writers', 'audio-neutral-informative']",451
The Campaign to Troll Dr. Oz for Living in New Jersey,2022-09-07,article,News,Magazine,"['Elections, Senate', 'United States Politics and Government']",1254
"In ‘Strangers to Ourselves,’ a Revelatory Account of Mental Illness",2022-09-07,article,Review,Books,"['Books and Literature', 'Mental Health and Disorders', 'Psychiatry and Psychiatrists']",1064
We Want to Hear About Your Experience With Egg Freezing,2022-09-07,article,News,Well,"['Women and Girls', 'Egg Donation and Freezing', 'Eggs']",206
Trump Couldn’t Have Done What He Did Without States Leading the Way,2022-09-07,article,Op-Ed,Opinion,"['States (US)', 'Polls and Public Opinion', 'Democracy (Theory and Philosophy)', 'State Legislatures', 'Voting Rights, Registration and Requirements', 'United States Politics and Government']",3069
"What Has Serena Williams Meant to Tennis, the Sports World and You?",2022-09-07,article,News,The Learning Network,['Tennis'],786
The Raccoons of Central Park Move in Packs and Go Fast. On Bikes.,2022-09-07,article,News,New York,"['Bicycles and Bicycling', 'Cycling, Road', 'Cycling, Track', 'Parks and Other Recreation Areas']",1081
Bolsonaro Isn’t Preparing for a Coup. He’s Preparing for a Revolution.,2022-09-07,article,Op-Ed,Opinion,"[""Coups D'Etat and Attempted Coups D'Etat"", 'Elections']",1172
"In Angie Cruz’s New Novel, There’s No Such Thing as T.M.I.",2022-09-07,article,Review,Books,['Books and Literature'],1225
"Celebrities, Shows and Clothes: Everything You Need to Know About Fashion Week",2022-09-07,article,News,Style,"['Fashion and Apparel', 'New York Fashion Week', 'London Fashion Week', 'Milan Fashion Week', 'Paris Fashion Week', 'your-feed-fashion']",1090
So Square It’s Hip: ​​Gen Z Tries on the Communist Cadre Look,2022-09-07,article,News,World,"['Fashion and Apparel', 'Social Media', 'Coats and Jackets']",857
From Boom to Gloom: Tech Recruiters Struggle to Find Work,2022-09-07,article,News,Technology,"['Computers and the Internet', 'Hiring and Promotion', 'Layoffs and Job Reductions', 'Start-ups', 'Labor and Jobs', 'Part-Time Employment', 'Internships', 'Venture Capital']",1236
How One State Resisted Political Extremism — Against All Odds,2022-09-07,article,Op-Ed,Opinion,"['States (US)', 'Politics and Government', 'State Legislatures', 'Kidnapping and Hostages', 'Presidential Election of 2020', 'Right-Wing Extremism and Alt-Right', 'Fringe Groups and Movements', 'Conservatism (US Politics)', 'Conspiracy Theories', 'Elections, Governors']",989
"The U.S. Has Led the War on Drugs Abroad for Decades, and It’s Been a Staggering Failure",2022-09-07,article,Op-Ed,Opinion,"['Drug Abuse and Traffic', 'Politics and Government', 'United States International Relations']",957
The Safe Space That Became a Viral Nightmare,2022-09-07,article,News,Magazine,"['internal-sub-only', 'Colleges and Universities', 'Race and Ethnicity', 'Black Lives Matter Movement', 'Discrimination', 'Video Recordings, Downloads and Streaming', 'Computers and the Internet', 'Cyberharassment', 'Whites', 'Black People', 'Blacks', 'Minorities']",9190
Spicy Shrimp-and-Greens From an Ottolenghi Head Chef,2022-09-07,article,News,Magazine,"['Recipes', 'Cooking and Cookbooks']",928
Calder Gardens in Philadelphia to Honor a Native Son,2022-09-07,article,News,Arts,"['Sculpture', 'Gardens and Gardening']",1331
Is the Democratic Midterm Surge Overrated? Why Republicans Can Still Win the House and Senate.,2022-09-07,article,Op-Ed,Opinion,"['Polls and Public Opinion', 'Elections, Senate', 'United States Politics and Government', 'Midterm Elections (2022)', 'United States Economy', 'Abortion', 'Presidential Election of 2024', 'Primaries and Caucuses', 'Inflation (Economics)', 'Elections, House of Representatives', 'Voting and Voters']",2475
The Woman Changing On-Court Sneaker Culture,2022-09-07,article,News,Style,"['Sneakers', 'Basketball', 'Women and Girls', 'Design', 'Content Type: Personal Profile']",1303
How Russian Gas in Europe Is Dwindling,2022-09-07,article,News,Business Day,"['Natural Gas', 'Embargoes and Sanctions', 'Russian Invasion of Ukraine (2022)', 'Prices (Fares, Fees and Rates)']",618
The Supply Chain Broke. Robots Are Supposed to Help Fix It.,2022-09-07,article,News,Business Day,"['Supply Chain', 'Robots and Robotics', 'Shortages', 'Labor and Jobs', 'Coronavirus (2019-nCoV)']",1377
"For a Longer Peony Season, Think Beyond the Typical Pink and White",2022-09-07,article,News,Real Estate,"['Real Estate and Housing (Residential)', 'Gardens and Gardening', 'Flowers and Plants']",1575
Trump Ruling Lifts Profile of Judge and Raises Legal Eyebrows,2022-09-07,article,News,U.S.,"['Legal Profession', 'Federal Courts (US)', 'Classified Information and State Secrets', 'Executive Privilege, Doctrine of', 'Search and Seizure', 'United States Politics and Government', 'Content Type: Personal Profile']",1161
"At Head Start, Masks Remain On, Despite C.D.C. Guidelines",2022-09-07,article,News,U.S.,"['Coronavirus (2019-nCoV)', 'Head Start Program', 'Masks', 'Day Care Centers', 'Education (Pre-School)']",1187
"Living In ... Hudson Square, Manhattan",2022-09-07,multimedia,Slideshow,Real Estate,['Real Estate and Housing (Residential)'],0
5 Minutes That Will Make You Love Alice Coltrane,2022-09-07,article,News,Arts,"['Music', 'Jazz']",2225
Tom Stoppard Finally Looks Into His Shadow,2022-09-07,article,News,Theater,"['Content Type: Personal Profile', 'Theater', 'Jews and Judaism', 'Writing and Writers', 'Theater (Broadway)']",3993
Democrats Fret as Stacey Abrams Struggles in Georgia Governor’s Race,2022-09-07,article,News,U.S.,"['United States Politics and Government', 'Politics and Government', 'Elections, Governors', 'Midterm Elections (2022)']",1618
"Hudson Square, Manhattan: No Longer a ‘No-Man’s Land in SoHo’",2022-09-07,article,News,Real Estate,['Real Estate and Housing (Residential)'],1513
Take Me to the (Lazy) River,2022-09-07,article,News,Travel,"['Travel and Vacations', 'Music', 'Rivers', 'Summer (Season)', 'Country Music']",1536
No Flower Headbands at This Music Festival,2022-09-07,article,News,Style,"['Electric Zoo Festival (NYC)', 'Fashion and Apparel']",1004
How policy changes in California could influence the nation.,2022-09-07,article,News,Business Day,"['Fuel Emissions (Transportation)', 'Regulation and Deregulation of Industry', 'Law and Legislation', 'Wages and Salaries', 'Organized Labor']",584
Struggling Seaside Town Shows Challenges for New U.K. Leader,2022-09-07,article,News,World,"['Politics and Government', 'Elections', 'Great Britain Withdrawal from EU (Brexit)', 'Coronavirus (2019-nCoV)']",1246
A Nuclear Power Plant on Ukraine’s Front Lines,2022-09-07,article,News,Podcasts,"['Russian Invasion of Ukraine (2022)', 'audio-neutral-informative', 'audio-negative-sad']",325
The Problem With Chelsea (Hint: It May Not Be the Manager),2022-09-07,article,News,Sports,"['Soccer', 'Coaches and Managers']",1325
A Summer of Climate Disasters,2022-09-07,article,briefing,Briefing,"['internal-storyline-no', 'Heat and Heat Waves', 'Global Warming', 'Weather', 'Greenhouse Gas Emissions', 'Floods']",1623
The Women of ‘Wakanda Forever’,2022-09-07,article,News,Movies,"['Movies', 'Content Type: Personal Profile', 'Actors and Actresses', 'Black People', 'Blacks', 'Women and Girls']",2045
What You Get for $2.5 Million,2022-09-07,multimedia,Slideshow,Real Estate,['Real Estate and Housing (Residential)'],0
"$2.5 Million Homes in New York, Washington and Illinois",2022-09-07,article,News,Real Estate,['Real Estate and Housing (Residential)'],1137
17 Acres of Grandeur in Scotland for $1.73 Million,2022-09-07,multimedia,Slideshow,Real Estate,['Real Estate and Housing (Residential)'],0
House Hunting in Scotland: A 16th-Century Hotel for Under $2 Million,2022-09-07,article,News,Real Estate,['Real Estate and Housing (Residential)'],1465
Judge Hands Elon Musk a Win in Court,2022-09-07,article,News,Business Day,['Antitrust Laws and Competition Issues'],1882
"France Expels Imam Accused of Hate Speech, Reviving a Thorny Debate",2022-09-07,article,News,World,"['Freedom of Speech and Expression', 'Hate Speech', 'Muslims and Islam', 'Religion-State Relations', 'Deportation', 'Imams']",910
Chelsea Gray Leads the Aces to the W.N.B.A. Finals,2022-09-07,article,News,Sports,['Basketball'],1032
The E.U. weighs a Russian gas price cap and other measures to rein in ‘astronomic’ energy prices.,2022-09-07,article,News,World,"['Prices (Fares, Fees and Rates)', 'Oil (Petroleum) and Gasoline', 'Electric Light and Power', 'Economic Conditions and Trends', 'Russian Invasion of Ukraine (2022)', 'Natural Gas', 'International Trade and World Market']",649
Historic Heat Pushes California to the Brink,2022-09-07,article,briefing,U.S.,[],1234
Why Won’t My Boyfriend Skip Family Vacations to Travel With Me?,2022-09-07,article,News,Style,"['Customs, Etiquette and Manners', 'Content Type: Service', 'internal-sub-only']",875
Join Us for a Screening of ‘The Murdochs’,2022-09-07,article,News,Magazine,"['Documentary Films and Programs', 'News and News Media', 'Television', 'Content Type: Personal Profile']",218
Berlin Story,2022-09-07,article,Review,Books,"['Content Type: Personal Profile', 'Books and Literature', 'Marriages', 'Holocaust and the Nazi Era']",1196
Kenny Rivero’s Tricks of the Eye,2022-09-07,article,News,T Magazine,"['Art', 'Content Type: Personal Profile']",2626
The 2022 N.F.L. Season Is Ready to Launch,2022-09-07,article,News,Sports,['Football'],5242
How Tree Rings Helped Identify a Rhode Island Whaler Lost at Sea,2022-09-07,article,News,Science,"['Research', 'Whales and Whaling', 'Archaeology and Anthropology', 'Shipwrecks (Historic)', 'Fish and Other Marine Life', 'Wood and Wood Products', 'Oil (Petroleum) and Gasoline', 'Coastal Areas', 'Academic and Scientific Journals']",1056
Antitrust regulators expand their global reach.,2022-09-07,article,News,Business Day,"['Antitrust Laws and Competition Issues', 'Mergers, Acquisitions and Divestitures', 'Regulation and Deregulation of Industry']",348
An Expanded Postseason Hasn’t Dulled Baseball’s Stretch Run,2022-09-07,article,News,Sports,['Baseball'],885
A Movie House Divided,2022-09-07,article,News,Movies,"['Movies', 'Democracy (Theory and Philosophy)', 'United States Politics and Government']",2101
South Carolina Judge Rules Against Use of Firing Squad and Electric Chair,2022-09-07,article,News,U.S.,"['Capital Punishment', 'Decisions and Verdicts', 'Suits and Litigation (Civil)']",547
"In Voter Fraud, Penalties Often Depend on Who’s Voting",2022-09-07,article,News,U.S.,"['Voter Fraud (Election Fraud)', 'Absentee Voting', 'States (US)', 'Fines (Penalties)', 'Income Inequality', 'Ex-Convicts', 'Minorities', 'Criminal Justice', 'Project Democracy']",1731
1 Hiker Dead and 5 Others Rescued After Facing Extreme Heat in Arizona,2022-09-07,article,News,U.S.,"['Heat and Heat Waves', 'Rescues', 'Hikes and Hiking', 'Deaths (Fatalities)']",407
China’s ‘Zero Covid’ Bind: No Easy Way Out Despite the Cost,2022-09-07,article,News,World,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Disease Rates', 'Vaccination and Immunization', 'Politics and Government', 'Propaganda']",1281
On the Scene: Lea Michele in ‘Funny Girl’ 🎭 ,2022-09-07,multimedia,Interactive Feature,Theater,"['Theater', 'Actors and Actresses', 'Theater (Broadway)']",0
A judge allows Musk to include whistle-blower claims in his case against Twitter.,2022-09-07,article,News,Technology,"['Mergers, Acquisitions and Divestitures', 'Whistle-Blowers', 'Suits and Litigation (Civil)', 'Decisions and Verdicts']",509
On Politics newsletter: Ukrainian students will be enlisted to promote democracy in America.,2022-09-07,article,News,U.S.,[],123
A Late-Summer Market Menu,2022-09-07,article,Letter,Food,"['Cooking and Cookbooks', 'Content Type: Service']",601
‘This Land’ Review: Revisiting the 2020 Election,2022-09-07,article,Review,Movies,"['Documentary Films and Programs', 'Presidential Election of 2020']",301
What Mass Shooters Often Have in Common,2022-09-07,article,Letter,Opinion,"['Mass Shootings', 'Murders, Attempted Murders and Homicides', 'Firearms', 'School Shootings and Armed Attacks', 'Newtown, Conn, Shooting (2012)', 'Books and Literature', 'Writing and Writers', 'Book Trade and Publishing', 'Civil War (US) (1861-65)', 'United States Politics and Government', 'Floods', 'Drought', 'Rain', 'Mental Health and Disorders']",1105
